clip	duration[ms]
common_voice_ibb_41513051.mp3	8316
common_voice_ibb_41445118.mp3	6660
common_voice_ibb_41349940.mp3	9108
common_voice_ibb_41246625.mp3	7200
common_voice_ibb_41485864.mp3	7128
common_voice_ibb_41415037.mp3	7740
common_voice_ibb_41481756.mp3	6012
common_voice_ibb_41356123.mp3	5436
common_voice_ibb_41484779.mp3	10260
common_voice_ibb_41372241.mp3	12060
common_voice_ibb_41513684.mp3	9180
common_voice_ibb_41333074.mp3	14076
common_voice_ibb_41528069.mp3	9720
common_voice_ibb_41484006.mp3	4284
common_voice_ibb_41486074.mp3	6696
common_voice_ibb_41481968.mp3	10080
common_voice_ibb_41528513.mp3	12384
common_voice_ibb_41318188.mp3	5076
common_voice_ibb_41266480.mp3	11016
common_voice_ibb_41484243.mp3	7380
common_voice_ibb_41503147.mp3	10260
common_voice_ibb_41433633.mp3	13896
common_voice_ibb_41481845.mp3	7236
common_voice_ibb_41451726.mp3	10188
common_voice_ibb_41444344.mp3	4716
common_voice_ibb_41397059.mp3	8496
common_voice_ibb_41492960.mp3	10296
common_voice_ibb_41481717.mp3	8748
common_voice_ibb_41361277.mp3	11988
common_voice_ibb_41440569.mp3	5688
common_voice_ibb_41269958.mp3	11700
common_voice_ibb_41482033.mp3	8028
common_voice_ibb_41481105.mp3	6084
common_voice_ibb_41325230.mp3	6228
common_voice_ibb_41487615.mp3	10620
common_voice_ibb_41503324.mp3	7956
common_voice_ibb_41266380.mp3	7164
common_voice_ibb_41444844.mp3	11988
common_voice_ibb_41264096.mp3	8424
common_voice_ibb_41464647.mp3	9144
common_voice_ibb_41318243.mp3	11988
common_voice_ibb_41362994.mp3	8568
common_voice_ibb_41481920.mp3	10584
common_voice_ibb_41480892.mp3	7812
common_voice_ibb_41513076.mp3	14724
common_voice_ibb_41472337.mp3	10764
common_voice_ibb_41480894.mp3	7776
common_voice_ibb_41265673.mp3	7704
common_voice_ibb_41513075.mp3	6012
common_voice_ibb_41271508.mp3	5976
common_voice_ibb_41372238.mp3	149580
common_voice_ibb_41528539.mp3	11628
common_voice_ibb_41468670.mp3	10080
common_voice_ibb_41356647.mp3	13356
common_voice_ibb_41528009.mp3	12240
common_voice_ibb_41318464.mp3	8748
common_voice_ibb_41528197.mp3	9180
common_voice_ibb_41480947.mp3	11700
common_voice_ibb_41317654.mp3	4716
common_voice_ibb_41528126.mp3	10656
common_voice_ibb_41503338.mp3	7416
common_voice_ibb_41451801.mp3	11664
common_voice_ibb_41270505.mp3	6660
common_voice_ibb_41361206.mp3	12276
common_voice_ibb_41484618.mp3	8460
common_voice_ibb_41290965.mp3	13356
common_voice_ibb_41481181.mp3	10656
common_voice_ibb_41444405.mp3	10476
common_voice_ibb_41299532.mp3	7236
common_voice_ibb_41325556.mp3	8460
common_voice_ibb_41528233.mp3	13788
common_voice_ibb_41485828.mp3	10512
common_voice_ibb_41266727.mp3	7380
common_voice_ibb_41331968.mp3	6948
common_voice_ibb_41329286.mp3	9036
common_voice_ibb_41482261.mp3	10116
common_voice_ibb_41319183.mp3	7416
common_voice_ibb_41503285.mp3	12384
common_voice_ibb_41371566.mp3	9468
common_voice_ibb_41353938.mp3	7308
common_voice_ibb_41400448.mp3	4896
common_voice_ibb_41476579.mp3	5220
common_voice_ibb_41482233.mp3	8820
common_voice_ibb_41479806.mp3	12240
common_voice_ibb_41481741.mp3	78048
common_voice_ibb_41348533.mp3	11628
common_voice_ibb_41485656.mp3	7920
common_voice_ibb_41262687.mp3	8136
common_voice_ibb_41482118.mp3	11124
common_voice_ibb_41440126.mp3	14256
common_voice_ibb_41388147.mp3	5220
common_voice_ibb_41513056.mp3	9180
common_voice_ibb_41528048.mp3	6984
common_voice_ibb_41370842.mp3	7236
common_voice_ibb_41400576.mp3	7776
common_voice_ibb_41485990.mp3	3888
common_voice_ibb_41487137.mp3	6516
common_voice_ibb_41300055.mp3	13860
common_voice_ibb_41331588.mp3	150408
common_voice_ibb_41271318.mp3	12096
common_voice_ibb_41326290.mp3	147888
common_voice_ibb_41439668.mp3	10764
common_voice_ibb_41414129.mp3	7380
common_voice_ibb_41480771.mp3	3852
common_voice_ibb_41369304.mp3	12456
common_voice_ibb_41266344.mp3	7344
common_voice_ibb_41503439.mp3	10224
common_voice_ibb_41512683.mp3	12708
common_voice_ibb_41487106.mp3	8856
common_voice_ibb_41513183.mp3	10692
common_voice_ibb_41484766.mp3	182700
common_voice_ibb_41354200.mp3	133848
common_voice_ibb_41513109.mp3	6264
common_voice_ibb_41361274.mp3	12168
common_voice_ibb_41290647.mp3	6516
common_voice_ibb_41263268.mp3	14148
common_voice_ibb_41513797.mp3	7524
common_voice_ibb_41265991.mp3	8136
common_voice_ibb_41440023.mp3	10872
common_voice_ibb_41369586.mp3	14436
common_voice_ibb_41487123.mp3	4068
common_voice_ibb_41352511.mp3	4068
common_voice_ibb_41453943.mp3	8928
common_voice_ibb_41481631.mp3	11484
common_voice_ibb_41528250.mp3	8424
common_voice_ibb_41388128.mp3	10008
common_voice_ibb_41414240.mp3	12924
common_voice_ibb_41307626.mp3	12816
common_voice_ibb_41481728.mp3	6876
common_voice_ibb_41528011.mp3	12132
common_voice_ibb_41528125.mp3	7344
common_voice_ibb_41363185.mp3	5868
common_voice_ibb_41484442.mp3	12348
common_voice_ibb_41383824.mp3	6480
common_voice_ibb_41485865.mp3	6372
common_voice_ibb_41266076.mp3	8928
common_voice_ibb_41513457.mp3	8316
common_voice_ibb_41272587.mp3	13032
common_voice_ibb_41484734.mp3	4212
common_voice_ibb_41485753.mp3	11412
common_voice_ibb_41472386.mp3	7812
common_voice_ibb_41333071.mp3	9468
common_voice_ibb_41481480.mp3	8496
common_voice_ibb_41271611.mp3	14400
common_voice_ibb_41445054.mp3	12096
common_voice_ibb_41481910.mp3	8100
common_voice_ibb_41271674.mp3	3348
common_voice_ibb_41513484.mp3	5076
common_voice_ibb_41513065.mp3	4032
common_voice_ibb_41528183.mp3	9108
common_voice_ibb_41300458.mp3	4356
common_voice_ibb_41503548.mp3	8028
common_voice_ibb_41484558.mp3	7776
common_voice_ibb_41395396.mp3	12132
common_voice_ibb_41480923.mp3	8244
common_voice_ibb_41271507.mp3	6732
common_voice_ibb_41361859.mp3	6876
common_voice_ibb_41426396.mp3	9144
common_voice_ibb_41414288.mp3	14040
common_voice_ibb_41270468.mp3	11700
common_voice_ibb_41468721.mp3	5400
common_voice_ibb_41319220.mp3	6300
common_voice_ibb_41299534.mp3	10440
common_voice_ibb_41333047.mp3	12780
common_voice_ibb_41537414.mp3	8208
common_voice_ibb_41485635.mp3	6876
common_voice_ibb_41482349.mp3	9396
common_voice_ibb_41270775.mp3	6768
common_voice_ibb_41361364.mp3	5040
common_voice_ibb_41368438.mp3	9216
common_voice_ibb_41481031.mp3	9036
common_voice_ibb_41322561.mp3	9468
common_voice_ibb_41528593.mp3	9720
common_voice_ibb_41484297.mp3	4788
common_voice_ibb_41513796.mp3	10548
common_voice_ibb_41528256.mp3	10692
common_voice_ibb_41327346.mp3	4356
common_voice_ibb_41356161.mp3	11736
common_voice_ibb_41484696.mp3	9252
common_voice_ibb_41528694.mp3	4464
common_voice_ibb_41333229.mp3	9108
common_voice_ibb_41464483.mp3	10476
common_voice_ibb_41265735.mp3	12420
common_voice_ibb_41322849.mp3	4428
common_voice_ibb_41433631.mp3	8028
common_voice_ibb_41271456.mp3	8172
common_voice_ibb_41481923.mp3	13356
common_voice_ibb_41272583.mp3	6336
common_voice_ibb_41271981.mp3	12168
common_voice_ibb_41263023.mp3	14868
common_voice_ibb_41464624.mp3	5616
common_voice_ibb_41513663.mp3	13572
common_voice_ibb_41439749.mp3	11484
common_voice_ibb_41319441.mp3	7740
common_voice_ibb_41308682.mp3	9576
common_voice_ibb_41528003.mp3	10692
common_voice_ibb_41484396.mp3	14976
common_voice_ibb_41315570.mp3	8460
common_voice_ibb_41263422.mp3	9540
common_voice_ibb_41313291.mp3	5040
common_voice_ibb_41487028.mp3	8028
common_voice_ibb_41361107.mp3	9540
common_voice_ibb_41464450.mp3	6804
common_voice_ibb_41400446.mp3	12600
common_voice_ibb_41528382.mp3	8604
common_voice_ibb_41513543.mp3	12528
common_voice_ibb_41481699.mp3	7056
common_voice_ibb_41482124.mp3	10944
common_voice_ibb_41528099.mp3	11808
common_voice_ibb_41485815.mp3	8568
common_voice_ibb_41480720.mp3	5184
common_voice_ibb_41414359.mp3	8964
common_voice_ibb_41528536.mp3	6048
common_voice_ibb_41472338.mp3	9648
common_voice_ibb_41347413.mp3	8820
common_voice_ibb_41484300.mp3	10872
common_voice_ibb_41354298.mp3	9288
common_voice_ibb_41396892.mp3	10152
common_voice_ibb_41481564.mp3	6984
common_voice_ibb_41513483.mp3	9072
common_voice_ibb_41513463.mp3	7164
common_voice_ibb_41325231.mp3	8028
common_voice_ibb_41481645.mp3	8100
common_voice_ibb_41513749.mp3	11628
common_voice_ibb_41528641.mp3	7560
common_voice_ibb_41440275.mp3	5076
common_voice_ibb_41333788.mp3	19656
common_voice_ibb_41528381.mp3	8856
common_voice_ibb_41464455.mp3	7416
common_voice_ibb_41482000.mp3	11088
common_voice_ibb_41396667.mp3	8712
common_voice_ibb_41372611.mp3	5436
common_voice_ibb_41270731.mp3	12708
common_voice_ibb_41329161.mp3	4428
common_voice_ibb_41249268.mp3	102204
common_voice_ibb_41264023.mp3	8964
common_voice_ibb_41513594.mp3	10944
common_voice_ibb_41272102.mp3	13572
common_voice_ibb_41372134.mp3	9360
common_voice_ibb_41528065.mp3	11268
common_voice_ibb_41485675.mp3	6804
common_voice_ibb_41472284.mp3	10332
common_voice_ibb_41266251.mp3	9144
common_voice_ibb_41484209.mp3	8136
common_voice_ibb_41317044.mp3	9468
common_voice_ibb_41315678.mp3	11160
common_voice_ibb_41270648.mp3	9396
common_voice_ibb_41325611.mp3	10188
common_voice_ibb_41528676.mp3	14256
common_voice_ibb_41472245.mp3	14940
common_voice_ibb_41317039.mp3	8028
common_voice_ibb_41272076.mp3	8856
common_voice_ibb_41528292.mp3	7596
common_voice_ibb_41528177.mp3	6372
common_voice_ibb_41481182.mp3	9828
common_voice_ibb_41270062.mp3	11196
common_voice_ibb_41350013.mp3	6300
common_voice_ibb_41486072.mp3	9036
common_voice_ibb_41503144.mp3	10116
common_voice_ibb_41347533.mp3	7560
common_voice_ibb_41316606.mp3	8208
common_voice_ibb_41320798.mp3	6336
common_voice_ibb_41482078.mp3	9720
common_voice_ibb_41481060.mp3	4104
common_voice_ibb_41333778.mp3	3816
common_voice_ibb_41528561.mp3	9468
common_voice_ibb_41271440.mp3	12888
common_voice_ibb_41325640.mp3	10368
common_voice_ibb_41513546.mp3	12960
common_voice_ibb_41307980.mp3	6480
common_voice_ibb_41472243.mp3	12348
common_voice_ibb_41347341.mp3	5580
common_voice_ibb_41482295.mp3	8352
common_voice_ibb_41370564.mp3	9000
common_voice_ibb_41453941.mp3	13104
common_voice_ibb_41482180.mp3	9180
common_voice_ibb_41368652.mp3	5040
common_voice_ibb_41513805.mp3	11592
common_voice_ibb_41414391.mp3	7812
common_voice_ibb_41464640.mp3	12204
common_voice_ibb_41514017.mp3	8532
common_voice_ibb_41361299.mp3	6876
common_voice_ibb_41272380.mp3	9936
common_voice_ibb_41299478.mp3	9900
common_voice_ibb_41472396.mp3	5328
common_voice_ibb_41368070.mp3	8568
common_voice_ibb_41361127.mp3	3960
common_voice_ibb_41464484.mp3	14652
common_voice_ibb_41371873.mp3	7848
common_voice_ibb_41322998.mp3	10620
common_voice_ibb_41267192.mp3	7668
common_voice_ibb_41464563.mp3	8208
common_voice_ibb_41481590.mp3	8856
common_voice_ibb_41481807.mp3	12492
common_voice_ibb_41481272.mp3	11124
common_voice_ibb_41298646.mp3	9468
common_voice_ibb_41513115.mp3	5544
common_voice_ibb_41472305.mp3	10584
common_voice_ibb_41299277.mp3	4320
common_voice_ibb_41369407.mp3	9468
common_voice_ibb_41348321.mp3	7776
common_voice_ibb_41503365.mp3	4860
common_voice_ibb_41513647.mp3	8496
common_voice_ibb_41528283.mp3	12096
common_voice_ibb_41481940.mp3	6912
common_voice_ibb_41528591.mp3	13284
common_voice_ibb_41369127.mp3	11556
common_voice_ibb_41325609.mp3	6876
common_voice_ibb_41514057.mp3	9036
common_voice_ibb_41484018.mp3	10908
common_voice_ibb_41528699.mp3	6084
common_voice_ibb_41374259.mp3	9900
common_voice_ibb_41373933.mp3	9900
common_voice_ibb_41480719.mp3	12636
common_voice_ibb_41331719.mp3	12060
common_voice_ibb_41513794.mp3	11448
common_voice_ibb_41291014.mp3	9396
common_voice_ibb_41325052.mp3	6336
common_voice_ibb_41271094.mp3	9468
common_voice_ibb_41372135.mp3	4896
common_voice_ibb_41361365.mp3	6696
common_voice_ibb_41388146.mp3	7560
common_voice_ibb_41481179.mp3	9108
common_voice_ibb_41270602.mp3	5364
common_voice_ibb_41315607.mp3	8856
common_voice_ibb_41318287.mp3	4068
common_voice_ibb_41509905.mp3	15588
common_voice_ibb_41487110.mp3	9432
common_voice_ibb_41482183.mp3	11664
common_voice_ibb_41414253.mp3	8604
common_voice_ibb_41266296.mp3	6768
common_voice_ibb_41528447.mp3	7344
common_voice_ibb_41472352.mp3	15372
common_voice_ibb_41528295.mp3	7848
common_voice_ibb_41415033.mp3	11160
common_voice_ibb_41390796.mp3	7884
common_voice_ibb_41482094.mp3	5760
common_voice_ibb_41415036.mp3	8460
common_voice_ibb_41333785.mp3	9828
common_voice_ibb_41528325.mp3	12852
common_voice_ibb_41270983.mp3	14076
common_voice_ibb_41346475.mp3	7236
common_voice_ibb_41414347.mp3	8316
common_voice_ibb_41347960.mp3	4680
common_voice_ibb_41528230.mp3	9828
common_voice_ibb_41513198.mp3	9936
common_voice_ibb_41528438.mp3	13140
common_voice_ibb_41319405.mp3	11088
common_voice_ibb_41270319.mp3	11988
common_voice_ibb_41481827.mp3	11052
common_voice_ibb_41528520.mp3	4824
common_voice_ibb_41528033.mp3	9324
common_voice_ibb_41320757.mp3	8388
common_voice_ibb_41481897.mp3	5724
common_voice_ibb_41316676.mp3	7560
common_voice_ibb_41484397.mp3	8820
common_voice_ibb_41368790.mp3	3096
common_voice_ibb_41481734.mp3	10728
common_voice_ibb_41327745.mp3	5508
common_voice_ibb_41481271.mp3	6948
common_voice_ibb_41302431.mp3	9108
common_voice_ibb_41333747.mp3	8748
common_voice_ibb_41480129.mp3	8928
common_voice_ibb_41368436.mp3	9036
common_voice_ibb_41528092.mp3	8316
common_voice_ibb_41481739.mp3	120024
common_voice_ibb_41374637.mp3	8496
common_voice_ibb_41479807.mp3	6948
common_voice_ibb_41481725.mp3	232740
common_voice_ibb_41326422.mp3	156636
common_voice_ibb_41325928.mp3	230724
common_voice_ibb_41440246.mp3	6768
common_voice_ibb_41481626.mp3	9900
common_voice_ibb_41414360.mp3	6624
common_voice_ibb_41481979.mp3	8712
common_voice_ibb_41464637.mp3	8856
common_voice_ibb_41481005.mp3	4752
common_voice_ibb_41270394.mp3	6012
common_voice_ibb_41464449.mp3	8892
common_voice_ibb_41302196.mp3	9468
common_voice_ibb_41354011.mp3	2160
common_voice_ibb_41369065.mp3	7740
common_voice_ibb_41372900.mp3	10620
common_voice_ibb_41503505.mp3	6192
common_voice_ibb_41485830.mp3	10224
common_voice_ibb_41528667.mp3	14292
common_voice_ibb_41271506.mp3	10548
common_voice_ibb_41484156.mp3	8208
common_voice_ibb_41381986.mp3	11736
common_voice_ibb_41483925.mp3	8784
common_voice_ibb_41347345.mp3	9468
common_voice_ibb_41414273.mp3	9396
common_voice_ibb_41481451.mp3	6480
common_voice_ibb_41386855.mp3	4536
common_voice_ibb_41483955.mp3	7488
common_voice_ibb_41528171.mp3	8028
common_voice_ibb_41513062.mp3	9612
common_voice_ibb_41528469.mp3	7704
common_voice_ibb_41481898.mp3	4500
common_voice_ibb_41482039.mp3	10728
common_voice_ibb_41307368.mp3	10476
common_voice_ibb_41481948.mp3	7632
common_voice_ibb_41482126.mp3	10836
common_voice_ibb_41272514.mp3	9468
common_voice_ibb_41369478.mp3	8568
common_voice_ibb_41513450.mp3	7632
common_voice_ibb_41464477.mp3	10908
common_voice_ibb_41271854.mp3	12888
common_voice_ibb_41373810.mp3	9396
common_voice_ibb_41513481.mp3	9324
common_voice_ibb_41322344.mp3	12996
common_voice_ibb_41481634.mp3	13428
common_voice_ibb_41514051.mp3	6660
common_voice_ibb_41371754.mp3	11448
common_voice_ibb_41468749.mp3	11196
common_voice_ibb_41388166.mp3	6840
common_voice_ibb_41513193.mp3	11340
common_voice_ibb_41290554.mp3	4536
common_voice_ibb_41248937.mp3	2628
common_voice_ibb_41325055.mp3	12960
common_voice_ibb_41487192.mp3	6876
common_voice_ibb_41298655.mp3	9396
common_voice_ibb_41300456.mp3	10116
common_voice_ibb_41271540.mp3	13032
common_voice_ibb_41414646.mp3	10836
common_voice_ibb_41414654.mp3	10836
common_voice_ibb_41387955.mp3	7920
common_voice_ibb_41373747.mp3	10116
common_voice_ibb_41322414.mp3	5076
common_voice_ibb_41528329.mp3	4392
common_voice_ibb_41400941.mp3	6408
common_voice_ibb_41481744.mp3	8928
common_voice_ibb_41484705.mp3	7560
common_voice_ibb_41374370.mp3	9900
common_voice_ibb_41317429.mp3	10728
common_voice_ibb_41271311.mp3	13176
common_voice_ibb_41307948.mp3	10980
common_voice_ibb_41249517.mp3	6696
common_voice_ibb_41290632.mp3	10116
common_voice_ibb_41266433.mp3	9576
common_voice_ibb_41414093.mp3	5580
common_voice_ibb_41468706.mp3	7200
common_voice_ibb_41464557.mp3	8352
common_voice_ibb_41528095.mp3	5616
common_voice_ibb_41356864.mp3	10188
common_voice_ibb_41352988.mp3	12420
common_voice_ibb_41528404.mp3	5868
common_voice_ibb_41482120.mp3	11556
common_voice_ibb_41372305.mp3	114084
common_voice_ibb_41374620.mp3	14400
common_voice_ibb_41464559.mp3	8856
common_voice_ibb_41263868.mp3	10980
common_voice_ibb_41414206.mp3	5760
common_voice_ibb_41333182.mp3	13140
common_voice_ibb_41468718.mp3	11160
common_voice_ibb_41481941.mp3	11412
common_voice_ibb_41319184.mp3	6948
common_voice_ibb_41265146.mp3	12708
common_voice_ibb_41464605.mp3	7632
common_voice_ibb_41333317.mp3	8316
common_voice_ibb_41485571.mp3	11376
common_voice_ibb_41269650.mp3	7128
common_voice_ibb_41513176.mp3	8172
common_voice_ibb_41290631.mp3	15120
common_voice_ibb_41528047.mp3	11988
common_voice_ibb_41369666.mp3	9540
common_voice_ibb_41472341.mp3	5040
common_voice_ibb_41528636.mp3	8172
common_voice_ibb_41513499.mp3	13140
common_voice_ibb_41482312.mp3	10116
common_voice_ibb_41481706.mp3	9144
common_voice_ibb_41528491.mp3	9648
common_voice_ibb_41303345.mp3	13068
common_voice_ibb_41528096.mp3	9972
common_voice_ibb_41482077.mp3	7920
common_voice_ibb_41400553.mp3	4968
common_voice_ibb_41440197.mp3	12600
common_voice_ibb_41303496.mp3	8460
common_voice_ibb_41513206.mp3	9468
common_voice_ibb_41414058.mp3	8748
common_voice_ibb_41481861.mp3	13752
common_voice_ibb_41374628.mp3	12816
common_voice_ibb_41356651.mp3	13500
common_voice_ibb_41303309.mp3	9000
common_voice_ibb_41513003.mp3	8460
common_voice_ibb_41373625.mp3	5868
common_voice_ibb_41481655.mp3	8532
common_voice_ibb_41510035.mp3	5796
common_voice_ibb_41368068.mp3	9000
common_voice_ibb_41528274.mp3	9000
common_voice_ibb_41269965.mp3	6300
common_voice_ibb_41265400.mp3	7344
common_voice_ibb_41481001.mp3	4464
common_voice_ibb_41370771.mp3	10260
common_voice_ibb_41528563.mp3	4752
common_voice_ibb_41528204.mp3	8028
common_voice_ibb_41472353.mp3	8712
common_voice_ibb_41481955.mp3	7776
common_voice_ibb_41513611.mp3	9504
common_voice_ibb_41346970.mp3	10908
common_voice_ibb_41302049.mp3	9720
common_voice_ibb_41481863.mp3	7992
common_voice_ibb_41370840.mp3	7668
common_voice_ibb_41512999.mp3	4968
common_voice_ibb_41271229.mp3	10296
common_voice_ibb_41371115.mp3	12276
common_voice_ibb_41513116.mp3	10044
common_voice_ibb_41451809.mp3	9360
common_voice_ibb_41484031.mp3	11448
common_voice_ibb_41371971.mp3	6300
common_voice_ibb_41481125.mp3	7488
common_voice_ibb_41325930.mp3	170316
common_voice_ibb_41528275.mp3	5868
common_voice_ibb_41482195.mp3	10296
common_voice_ibb_41333830.mp3	11016
common_voice_ibb_41300168.mp3	7956
common_voice_ibb_41322519.mp3	7956
common_voice_ibb_41264950.mp3	11376
common_voice_ibb_41333380.mp3	5796
common_voice_ibb_41342256.mp3	10728
common_voice_ibb_41269387.mp3	3852
common_voice_ibb_41326426.mp3	81000
common_voice_ibb_41322517.mp3	9216
common_voice_ibb_41481776.mp3	8208
common_voice_ibb_41486881.mp3	9288
common_voice_ibb_41317483.mp3	5976
common_voice_ibb_41481713.mp3	7164
common_voice_ibb_41264215.mp3	6948
common_voice_ibb_41397604.mp3	9468
common_voice_ibb_41372384.mp3	5868
common_voice_ibb_41368112.mp3	8388
common_voice_ibb_41440369.mp3	9072
common_voice_ibb_41464453.mp3	8712
common_voice_ibb_41528573.mp3	7452
common_voice_ibb_41320500.mp3	8280
common_voice_ibb_41307828.mp3	9216
common_voice_ibb_41269552.mp3	7344
common_voice_ibb_41513117.mp3	3528
common_voice_ibb_41369404.mp3	7596
common_voice_ibb_41308292.mp3	6156
common_voice_ibb_41262795.mp3	10080
common_voice_ibb_41484708.mp3	6156
common_voice_ibb_41326212.mp3	9180
common_voice_ibb_41476581.mp3	8928
common_voice_ibb_41528720.mp3	12312
common_voice_ibb_41484493.mp3	9180
common_voice_ibb_41528642.mp3	9324
common_voice_ibb_41528764.mp3	10512
common_voice_ibb_41537413.mp3	10476
common_voice_ibb_41444998.mp3	3240
common_voice_ibb_41472381.mp3	7236
common_voice_ibb_41472369.mp3	11052
common_voice_ibb_41300363.mp3	7776
common_voice_ibb_41302434.mp3	5976
common_voice_ibb_41484817.mp3	10116
common_voice_ibb_41318187.mp3	4608
common_voice_ibb_41270881.mp3	8568
common_voice_ibb_41528618.mp3	8244
common_voice_ibb_41482065.mp3	7812
common_voice_ibb_41440098.mp3	8604
common_voice_ibb_41483992.mp3	6768
common_voice_ibb_41373500.mp3	11376
common_voice_ibb_41528331.mp3	10224
common_voice_ibb_41450993.mp3	12492
common_voice_ibb_41451132.mp3	13032
common_voice_ibb_41444342.mp3	10260
common_voice_ibb_41300069.mp3	6876
common_voice_ibb_41396755.mp3	6336
common_voice_ibb_41368686.mp3	12168
common_voice_ibb_41472377.mp3	5004
common_voice_ibb_41528703.mp3	9288
common_voice_ibb_41451702.mp3	8640
common_voice_ibb_41528501.mp3	6084
common_voice_ibb_41464473.mp3	5832
common_voice_ibb_41396900.mp3	13104
common_voice_ibb_41263981.mp3	10332
common_voice_ibb_41356231.mp3	6048
common_voice_ibb_41361201.mp3	8388
common_voice_ibb_41372168.mp3	5940
common_voice_ibb_41362787.mp3	11016
common_voice_ibb_41249613.mp3	10116
common_voice_ibb_41400458.mp3	11808
common_voice_ibb_41374304.mp3	9936
common_voice_ibb_41426136.mp3	10620
common_voice_ibb_41528672.mp3	4968
common_voice_ibb_41464612.mp3	10368
common_voice_ibb_41481987.mp3	13788
common_voice_ibb_41333428.mp3	13536
common_voice_ibb_41476582.mp3	11196
common_voice_ibb_41492952.mp3	9900
common_voice_ibb_41482093.mp3	9432
common_voice_ibb_41481682.mp3	155592
common_voice_ibb_41440100.mp3	10728
common_voice_ibb_41373055.mp3	11628
common_voice_ibb_41513542.mp3	11340
common_voice_ibb_41290606.mp3	10080
common_voice_ibb_41318468.mp3	7236
common_voice_ibb_41372633.mp3	9540
common_voice_ibb_41464424.mp3	5616
common_voice_ibb_41485717.mp3	11232
common_voice_ibb_41288061.mp3	10188
common_voice_ibb_41453926.mp3	7740
common_voice_ibb_41349634.mp3	8640
common_voice_ibb_41266552.mp3	11952
common_voice_ibb_41400578.mp3	6876
common_voice_ibb_41271635.mp3	5400
common_voice_ibb_41512970.mp3	9972
common_voice_ibb_41528350.mp3	4536
common_voice_ibb_41468471.mp3	9108
common_voice_ibb_41484256.mp3	7524
common_voice_ibb_41503284.mp3	8028
common_voice_ibb_41246158.mp3	172368
common_voice_ibb_41472367.mp3	7056
common_voice_ibb_41482343.mp3	6912
common_voice_ibb_41290757.mp3	7236
common_voice_ibb_41354209.mp3	207000
common_voice_ibb_41485726.mp3	9936
common_voice_ibb_41332959.mp3	13176
common_voice_ibb_41482119.mp3	11016
common_voice_ibb_41486054.mp3	9756
common_voice_ibb_41528462.mp3	11700
common_voice_ibb_41373114.mp3	8496
common_voice_ibb_41299990.mp3	6300
common_voice_ibb_41528465.mp3	6084
common_voice_ibb_41400647.mp3	14940
common_voice_ibb_41502859.mp3	10116
common_voice_ibb_41453948.mp3	5328
common_voice_ibb_41528517.mp3	7524
common_voice_ibb_41386257.mp3	6336
common_voice_ibb_41528157.mp3	11232
common_voice_ibb_41453930.mp3	12420
common_voice_ibb_41528055.mp3	11700
common_voice_ibb_41267257.mp3	9324
common_voice_ibb_41356122.mp3	12528
common_voice_ibb_41453945.mp3	11196
common_voice_ibb_41483961.mp3	10080
common_voice_ibb_41484441.mp3	8676
common_voice_ibb_41485812.mp3	11592
common_voice_ibb_41483970.mp3	8712
common_voice_ibb_41270622.mp3	9072
common_voice_ibb_41513645.mp3	7920
common_voice_ibb_41528015.mp3	7092
common_voice_ibb_41483936.mp3	8568
common_voice_ibb_41464465.mp3	6588
common_voice_ibb_41453928.mp3	10584
common_voice_ibb_41323055.mp3	10116
common_voice_ibb_41481523.mp3	14940
common_voice_ibb_41387008.mp3	7920
common_voice_ibb_41400469.mp3	12960
common_voice_ibb_41324077.mp3	9000
common_voice_ibb_41481680.mp3	9216
common_voice_ibb_41480718.mp3	8856
common_voice_ibb_41347455.mp3	12240
common_voice_ibb_41440220.mp3	9684
common_voice_ibb_41503146.mp3	11520
common_voice_ibb_41332986.mp3	8100
common_voice_ibb_41353851.mp3	10908
common_voice_ibb_41331721.mp3	13968
common_voice_ibb_41503303.mp3	8496
common_voice_ibb_41484014.mp3	12636
common_voice_ibb_41509917.mp3	6588
common_voice_ibb_41271148.mp3	12276
common_voice_ibb_41269772.mp3	5256
common_voice_ibb_41528574.mp3	12492
common_voice_ibb_41479904.mp3	10440
common_voice_ibb_41266375.mp3	10116
common_voice_ibb_41440613.mp3	13284
common_voice_ibb_41271657.mp3	8964
common_voice_ibb_41464435.mp3	5724
common_voice_ibb_41439745.mp3	9108
common_voice_ibb_41513192.mp3	4716
common_voice_ibb_41484032.mp3	7308
common_voice_ibb_41369379.mp3	11376
common_voice_ibb_41451846.mp3	10044
common_voice_ibb_41356214.mp3	11880
common_voice_ibb_41528794.mp3	11196
common_voice_ibb_41513201.mp3	4644
common_voice_ibb_41361157.mp3	9216
common_voice_ibb_41372818.mp3	7128
common_voice_ibb_41372737.mp3	7956
common_voice_ibb_41484818.mp3	15336
common_voice_ibb_41444347.mp3	10440
common_voice_ibb_41481646.mp3	169596
common_voice_ibb_41307625.mp3	13860
common_voice_ibb_41484079.mp3	6588
common_voice_ibb_41482055.mp3	10836
common_voice_ibb_41481345.mp3	12816
common_voice_ibb_41464597.mp3	11304
common_voice_ibb_41512973.mp3	3708
common_voice_ibb_41464486.mp3	12996
common_voice_ibb_41481943.mp3	5652
common_voice_ibb_41373384.mp3	12348
common_voice_ibb_41299281.mp3	9720
common_voice_ibb_41265098.mp3	12780
common_voice_ibb_41481589.mp3	7380
common_voice_ibb_41317764.mp3	11556
common_voice_ibb_41267077.mp3	4968
common_voice_ibb_41308075.mp3	12816
common_voice_ibb_41299016.mp3	12420
